class,difference,department
"Stats 100A - Sanchez, J.",1.1420999999999992,physical
"Anthro 132 - Boum, A.",1.1092907092907094,social
"Econ 106G - Zuniga Seminario,",1.0680000000000005,social
"Mgmt 120A - Lu, M.",0.9973154973154963,other
"Math110A - Ouellette, K.R.",0.9774549098196381,physical
"Ling 185A - Mayer, C.J.",0.9774275824376026,life_science
"Intl Dv 130 - Lofchie, M.F.",0.9611999999999998,social
"Eps Sci 15 - Drake, J.",0.8961486486486478,physical
"Chem 14C - Pham, H.V.",0.8776925776925779,life_science
"Physics 5A - Bauer, D.J.",0.8715284715284715,physical
"Anthro 153 - Boum, A.",0.870554445554446,social
"Com sci 31 - Stahl, H.A.",0.8467999999999987,engineering
"Intl Dv 1 - Anjum, E.",0.8410999999999995,social
"Com sci 180 - Burgin, M.",0.837251251251252,engineering
"Mgmt 1A - Woo, E.A.",0.8172009009009011,other
"Math 33B - Salazar, R.",0.8113886113886113,physical
"Hist 97M - Woods, D.L.",0.8071071071071065,social
"Econ 106F - Lindsay, D.C.",0.7952697252596947,social
"Comm 114 - Suman, M.W.",0.7760999999999996,social
"Italian 1 - Tognozzi, E.A.",0.7546432865731467,humanities
"PSYCH 129F - Lee, S.S.",0.7414735264735253,social
"MGMT 127B - GARDNER TRELOAR, J",0.7379000000000002
"ASIA AM 50W - NUBLA, G.M.",0.7195277722277718
"COM SCI 181 - BURGIN, M.",0.7119999999999993
"C&EE 103 - RUTER, M.",0.7108278108278108
"PSYCH 116 - GRISHAM, W.E.",0.6690241690241692
"COM SCI 32 - AMBROSIO, E.O.",0.6638999999999999
"CHEM 14BL - HE0RY, M.M.",0.6624624624624622
"NEUROSC 10 - BABIEC, W.E.",0.6536340413093908
"CHEM 14BL - PANG, J.W.",0.6403278721278731
"MATH 177 - OZEL, E.",0.6400000000000006
"ECON 1 - ROJAS, R.R.",0.6342000000000003
"CHEM 153B - HE, C.",0.6260600802407215
"CHEM 14CL - PANG, J.W.",0.6119379119379125
"PSYCH 100A - BLAKE, A.B.",0.6106816183816184
"ART HIS M110A - COONEY, K.M.",0.6027999999999993
"ENGL 119 - STEFANS, B.K.",0.6027374749499015
"FILM TV 114 - WUEST, B.G.",0.5993873747494987
"CHEM 30B - REILLY, A.J.",0.596956296956296
"ECON 160 - MCDEVITT, E.P.",0.5872742481960911
"ECON 106F - MCDEVITT, E.P.",0.5845679346681343
"BIOSTAT 100A - LEE, M.L.",0.5753680187547929
"EE BIOL 162 - SACK, L.",0.5666518481518481
"MECH&AE 103 - KAVEHPOUR, H.P.",0.5643888111888109
"MATH 1 - OWAKA, E.A.",0.557983506936647
"MATH 3C - GREENE, M.P.",0.5560971971971971
"NEUROSC 102 - LEBELLE, J.",0.5504431696048466
"HIST M103A - COONEY, K.M.",0.5466827655310618
"COMM 1 - MILLER, T.E.",0.5429999999999997
"PSYCH 85 - MCAULIFFE, S.P.",0.5321141858141867
"PHYSICS 5C - WAUNG, R.T.",0.5224156843156837
"HIST 5 - STEIN, S.A.",0.5220505505505519
"HIST 191F - MOMDJIAN, M.",0.5218000000000003
