class,difference,department
"Mgmt 122 - Kumar, N.T.",1.1144787144787145,other
"Wl Arts Cm140 - Shorter, D.D.",1.0826272727272723,humanities
"Span 7a - Bermudez Castro, C",1.069930069930071,humanities
"Math 170e - Nguyen, H.D.",1.059281259281259,physical
"Ec Engr 170a - Jalali, B.",0.8959198198198202,engineering
"Physci 147 - Glanzman, D.l.",0.8637666666666663,life_science
"Psych 118 - Blaisdell, A.P.",0.854000000000001,social
"Chem 14d - Pham, H.V.",0.8319452905811606,life_science
"Sociol 20 - Rossi, G.",0.814343113772455,social
"Com Sci M51a - Korf, R.E.",0.8082013013013016,engineering
"Math 105a - Dallas, H.J.",0.7455139720558881,physical
"Math 31al - Conley, W.J.",0.7383741258741257,physical
"Physics 5b - Bauer, D.J.",0.7168006517053658,physical
"Esl 301 - Hualpa, L.D.",0.6728272727272722,other
"Art 31a - Vikram, A.",0.6675866247008533,humanities
"Math 115a - Arant, T.J.",0.6597766766766773,physical
"Japan 4 - Menjo, S.",0.6580661338661353,humanities
"Mimg 101 - Hill, K.L.",0.6507507507507508,life_science
"Mcd Bio M175a - Chandler, S.H.",0.6417384615384609,life_science
"Sociol M176 - Rossman, G.",0.6390999999999991,social
"MATH 156 - Haddock, J.",0.6378617234468948
"ENGL 109 - CHEUNG, K.",0.6372000000000004
"AF AMER M104A - YARBOROUGH, R.A.",0.6213213213213211
"SOCIOL 173 - ROSSMAN, G.",0.6146915084915086
"EPS SCI 9 - YOUNG, E.D.",0.6113401197604791
"PHYSICS 1C - CORBIN, B.",0.6083999999999992
"PSYCH 101 - MCAULIFFE, S.P.",0.6058277058277053
"MATH 31B - MORENO, A.J.",0.6034000000000015
"NURSING 54B - BATES-JENSEN, B.M.",0.5952792792792798
"LGBTQS 181 - MORRIS, M.B.",0.5938061938061945
"CH ENGR 101A - EISLER, C.N.",0.5831919839679358
"ENGCOMP 2 - HITCHNER, T.A.",0.5823490509490514
"COM SCI 31 - SMALLBERG, D.A.",0.5823020823020824
"GJ STDS 122A - HARRISON, C.A.",0.5623076923076922
"PSYCH 10 - CLARK, C.M.",0.5543710289710284
"CHEM 14BL - RUSSELL, A.A.",0.5475348475348469
"ASTR 4 - MALKAN, M.A.",0.540714367061673
"ENGL 120 - HUEHLS, M.A.",0.5224671328671326
"ENGL M102A - LING, J.",0.5131868131868127
"PSYCH 10 - PAQUETTE-SMITH, M.",0.512794420008849
"MECH&AE 102 - SANTOS, V.",0.5046277583665426
"MAT SCI 110L - GOORSKY, M.S.",0.5046023836442997
"C&EE 150 - MARGULIS, S.A.",0.5025888163612717
"MATH 32A - SPAAS, P.",0.5020979020979013
"LIFESCI 7A - MCEVOY, M.M.",0.4969934065934054
"ENGCOMP 3D - MEHDIZADEH, N.",0.4961765234765245
"BIOENGR C105 - DEMING, T.J.",0.49069999999999947
"PHYSCI 107 - FRISCIA, A.R.",0.490561338661339
"MECH&AE 161A - DAVOYAN, A.R.",0.48992358992358964
"MIMG 168 - CAMPBELL, D.A.",0.4846978240765818
"PHYSICS 5A - LANCASTER, J.A.",0.4840486513486515
"PSYCH 127A - CHAVIRA, D.A.",0.48308308308308323
"C&EE ST 91 - GALATEANU, G.",0.4742823176823183
"COMPTNG 10A - LINDSTROM, M.R.",0.47310497310497324
"JAPAN 1 - KAWANISHI, Y.",0.46812206619859653
"MGMT 127A - KLEIN, G.L.",0.46199461077844406
"EE BIOL 151A - GORLITSKY, L.E.",0.4607999999999999
"PSYCH 100B - FIRSTENBERG, I.",0.4565941565941558
"C&EE 243A - WALLACE, J.W.",0.4547000000000003
"COMM M147 - ROSSMAN, G.",0.4535175175175179
"EC ENGR 113 - ALWAN, A.A.",0.45089999999999986
"POL SCI 120B - CHATTERJEE, S.",0.44352015968063885
"PSYCH 135 - LIEBERMAN, M.D.",0.44238391608391625
"PSYCH 85 - KELLMAN, P.",0.44231198801198923
"ENGL 10B - MAKDISI, S.",0.4342657342657339
"ENGL 181A - DIMURO, J.A.",0.43399090909090887
"MCD BIO 60 - GALLAGHER, K.J.",0.43018883018883036
"ENGCOMP 3 - DEUEL, N.A.",0.42585170340681433
"COM SCI 152B - SARRAFZADEH, M.",0.4189810189810186
"POL SCI 114A - TROJAN, C.",0.4179383233532925
"ENGCOMP 3 - CHRISTENSEN, T.S.",0.4152
