AERO+ST A - Leadership Laboratory
0,120,120
AERO+ST 1B - Heritage and Values
0,45,45
0,30,30
AERO+ST 20B - Team and Leadership Fundamentals
0,45,45
0,30,30
AERO+ST 130B - Air Force Leadership Studies
0,45,45
AERO+ST 140B - National Security Affairs/Preparation for Active Duty
0,45,45
AF+AMER 6 - Trends in Black Intellectual Thought
30,120,90
AF+AMER M7B - Elementary Yoruba
0,10,10
AF+AMER M9B - Elementary Amharic
0,10,10
AF+AMER M10A - History of Africa to 1800
3,30,27
AF+AMER M12A - African American Musical Heritage
0,15,15
AF+AMER M18 - Leadership and Student-Initiated Retention
1,10,9
AF+AMER 19 - Borders and Black Bodies
1,20,19
AF+AMER M103A - African American Theater History: Slavery to Mid-1800s
2,5,3
AF+AMER M104B - African American Literature from Harlem Renaissance to 1960s
4,15,11
AF+AMER M104E - Topics in African American Literature and Culture: Lecture 1
0,15,15
AF+AMER M118 - Student-Initiated Retention and Outreach Issues in Higher Education
0,10,10
AF+AMER M158B - Introduction to Afro-American History
AF+AMER M179A - Topics in African American Literature: Seminar 1
1,4,3
AF+AMER 188A - Special Courses in African American Studies: Black and Migration Literature
0,60,60
AF+AMER 188A - Special Courses in African American Studies: Lecture 1
2,40,38
AF+AMER 188A - Special Courses in African American Studies: Lecture 2
13,60,47
AF+AMER 188A - Special Courses in African American Studies: Lecture 3
0,10,10
AF+AMER 188A - Special Courses in African American Studies: Lecture 5
2,30,28
"AF+AMER 188A - Special Courses in African American Studies: Race, Science, and Western Society"
1,16,15
"AF+AMER 188A - Special Courses in African American Studies: Remembering Slavery, Remaking Race"
6,30,24
AF+AMER 188SB - Individual Studies for USIE Facilitators
0,1,1
AF+AMER C191 - Variable Topics Research Seminars: Afro-American Studies: Seminar 2
4,15,11
AF+AMER C191 - Variable Topics Research Seminars: Afro-American Studies: Seminar 3
0,10,10
AF+AMER 200H - Social Politics of Recent African American Music and Popular Culture
0,15,15
AF+AMER 241 - Special Topics in Afro-American Studies: Blackness and Borderscapes
0,15,15
AF+AMER 270A - Survey of Afro-American Research: Seminar 1
0,0,0
AF+AMER C291 - Special Topics in Afro-American Studies: Seminar 2
0,5,5
AF+AMER C291 - Special Topics in Afro-American Studies: Seminar 3
0,5,5
AF+AMER 375 - Teaching Apprentice Practicum
0,1,1
0,3,3
0,2,2
0,1,1
AF+AMER 596 - Directed Readings and Tutorials
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
AF+AMER 597 - Preparation for MA Comprehensive Examination
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
AF+AMER 598 - Research for and Preparation of MA Thesis
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
